genres,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Action|Comedy|Sci-Fi|Western,0.0,0.0,0.0,3.0,1.4,1.3333333333333333,2.25,1.9,3.5,2.0,1.8333333333333333,1.9,3.1,1.625,0.0,0.0,2.1666666666666665,0.0,0.0,3.125,3.0,3.0,2.1666666666666665
Action|Comedy|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.25,0.0,0.0,4.0,0.0,0.0,3.75,2.5,2.3333333333333335,3.5,2.25,2.9,3.65,3.1666666666666665,3.375
Action|Comedy|War,2.923076923076923,5.0,3.0,2.0,3.7857142857142856,2.6666666666666665,2.6666666666666665,2.75,3.0,3.4,2.75,2.0,3.5,3.125,3.25,0.0,0.0,0.0,3.5,0.0,2.5,3.6666666666666665,0.0
Action|Comedy|Western,0.0,4.0,0.0,4.0,2.857142857142857,4.0,3.0,3.0,0.0,4.0,0.0,0.5,3.5,3.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,2.5,1.5
Action|Crime,2.3333333333333335,3.0,2.0,3.3,3.0816326530612246,3.5714285714285716,3.272727272727273,3.4615384615384617,3.2954545454545454,3.388888888888889,3.391304347826087,3.1666666666666665,3.8333333333333335,3.526315789473684,3.1,4.0,3.6944444444444446,3.9,2.75,3.3541666666666665,3.6176470588235294,3.3513513513513513,2.8125
Action|Crime|Drama,3.3333333333333335,3.4,3.0,4.142857142857143,3.3333333333333335,3.6470588235294117,3.6923076923076925,3.7777777777777777,3.388888888888889,3.847826086956522,3.8333333333333335,3.272727272727273,3.5,3.5,3.875,3.875,3.9444444444444446,4.416666666666667,3.375,3.3666666666666667,3.782608695652174,3.2115384615384617,3.0
Action|Crime|Drama|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Crime|Drama|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,3.0,4.5,3.5,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0
Action|Crime|Drama|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.9545454545454546,4.1,4.25,4.235294117647059,4.4375,4.416666666666667,4.3,4.14,4.105263157894737,4.233333333333333
Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3.2,4.0,0.0,2.5,2.8333333333333335,0.0,4.0,3.5,0.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857142857142857,4.3076923076923075,4.266666666666667,4.111111111111111,4.0,3.96875,3.840909090909091,3.78,4.25
Action|Crime|Drama|Mystery|Thriller,0.0,0.0,0.0,3.3333333333333335,3.2857142857142856,3.5,2.3333333333333335,3.4375,3.357142857142857,3.8636363636363638,3.25,3.125,3.5,2.5,2.75,3.0,3.625,3.3333333333333335,0.0,3.3,3.5357142857142856,3.3823529411764706,4.111111111111111
Action|Crime|Drama|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Action|Crime|Drama|Sci-Fi|Thriller,2.75,0.0,2.0,3.6666666666666665,3.0526315789473686,3.6,3.0,3.25,3.1666666666666665,3.1875,4.5,2.642857142857143,3.75,3.0,2.75,0.0,2.6,4.0,0.0,3.0,3.875,3.4,3.625
Action|Crime|Drama|Thriller,3.6363636363636362,3.5,3.75,3.3529411764705883,3.528735632183908,3.9696969696969697,3.7037037037037037,3.6538461538461537,3.875,3.7636363636363637,3.6470588235294117,3.6325301204819276,3.86,3.5232558139534884,3.480769230769231,4.138888888888889,3.872093023255814,4.326086956521739,3.5714285714285716,3.9558823529411766,3.9121621621621623,3.486111111111111,4.0
Action|Crime|Drama|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,2.5,3.25
Action|Crime|Drama|Thriller|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,3.25,3.75,4.25,3.0,4.0,3.3333333333333335,3.5,4.0,3.25,4.666666666666667,4.5,3.5
Action|Crime|Drama|War,3.8,4.0,0.0,0.0,3.25,2.75,0.0,0.0,0.0,3.5,3.5,0.0,0.0,2.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Crime|Drama|Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.375,4.166666666666667,3.5,4.0,0.0,4.0,0.0,0.0,0.0,4.0,3.5,4.25
Action|Crime|Fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.75,0.0,1.6666666666666667,2.375
Action|Crime|Fantasy|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.5,0.0
Action|Crime|Fantasy|Thriller,3.45,2.5,0.0,0.0,4.0,3.0,4.333333333333333,4.0,3.5,4.0,3.375,3.5,3.8333333333333335,3.1666666666666665,4.0,0.0,4.0,0.0,0.0,2.5,4.5,3.8333333333333335,0.0
Action|Crime|Film-Noir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0
Action|Crime|Film-Noir|Mystery|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.888888888888889,4.166666666666667,4.55,3.9285714285714284,3.5,3.5,3.7,3.9166666666666665,4.5,3.5,3.3,3.75,3.5,3.6666666666666665
Action|Crime|Horror,2.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.25,2.5
Action|Crime|Horror|Mystery|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0
Action|Crime|Horror|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.125,3.0,2.75,0.5,0.0,4.0,0.0,4.0,3.6,3.625,3.1,4.0
Action|Crime|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.5,0.0,0.0
Action|Crime|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.590909090909091,3.65,4.2727272727272725,4.285714285714286,3.7,3.5,3.6666666666666665,4.055555555555555,4.5,4.0,3.875,3.772727272727273,3.75,3.75
Action|Crime|Mystery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.5,0.0,0.0,0.0,4.25,0.0,0.0
Action|Crime|Mystery|Romance|Thriller,0.0,0.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Action|Crime|Mystery|Sci-Fi|Thriller,0.0,0.0,4.0,4.0,3.272727272727273,4.5,4.2,4.027777777777778,3.3,3.1785714285714284,3.227272727272727,3.7857142857142856,3.857142857142857,3.25,3.5,2.8333333333333335,3.7857142857142856,4.375,3.3333333333333335,3.55,3.45,3.409090909090909,3.1666666666666665
Action|Crime|Mystery|Thriller,0.0,0.0,0.0,2.0,2.4,4.0,3.0,2.5,3.0,3.3333333333333335,0.0,2.6666666666666665,0.0,3.3333333333333335,3.727272727272727,4.5,4.071428571428571,3.1666666666666665,2.5,3.8636363636363638,4.0,3.3214285714285716,3.6818181818181817
Action|Crime|Romance|Thriller,0.0,4.0,3.0,5.0,3.588235294117647,4.0,3.6666666666666665,4.25,3.875,3.375,0.0,3.1,3.25,4.5,2.5,0.0,3.1666666666666665,4.25,3.5,5.0,4.0,3.625,2.0
Action|Crime|Sci-Fi,2.92,0.0,2.0,2.6666666666666665,2.142857142857143,1.5,0.0,3.5,0.0,2.6,2.75,2.25,0.0,4.0,2.25,0.0,4.25,4.333333333333333,3.6666666666666665,3.4545454545454546,3.2857142857142856,3.2142857142857144,3.1666666666666665
Action|Crime|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.75,1.5
Action|Crime|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,3.25,2.5,0.0,2.5,2.0,0.0,3.5,0.0,0.0,4.0,3.5,5.0
Action|Crime|Thriller,3.3629893238434163,4.0,3.3636363636363638,3.2758620689655173,3.296,3.6,3.6363636363636362,3.0238095238095237,3.638888888888889,3.636904761904762,3.1984126984126986,3.5,3.795774647887324,3.25,3.8448275862068964,3.0625,3.4761904761904763,4.04,3.7777777777777777,3.549382716049383,3.8877551020408165,3.3797468354430378,3.688679245283019
Action|Crime|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,2.8333333333333335,0.0,0.0,3.25,2.3333333333333335,3.5,3.0,2.5,3.5
Action|Crime|Thriller|Western,0.0,0.0,0.0,0.0,3.0,4.0,3.75,3.6666666666666665,0.0,3.5,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
Action|Documentary|Drama|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
Action|Drama,0.0,3.0,3.75,3.2222222222222223,2.550724637681159,2.92,3.0,2.9166666666666665,3.8333333333333335,3.4285714285714284,3.65,2.5,3.5,2.9473684210526314,2.8,3.0,3.3181818181818183,3.0,3.0,3.4473684210526314,3.7916666666666665,3.189655172413793,3.0625
Action|Drama|Fantasy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5,4.0,2.5,3.5
Action|Drama|Fantasy|Horror|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Drama|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0
Action|Drama|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8333333333333335,3.75,4.5,3.0,0.0,5.0,5.0,2.0,0.0,0.0,3.0,5.0,4.5,0.0
Action|Drama|Horror|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.375,2.5,2.5,3.125,3.3,2.5
Action|Drama|Horror|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,4.0,0.0,2.75,3.5,0.0,0.0,0.0,0.0,5.0,1.5,0.0
Action|Drama|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,4.333333333333333,3.7857142857142856,3.8333333333333335,3.0,4.0,3.5,4.666666666666667,3.75,4.0,0.0,3.1666666666666665,4.214285714285714,3.9,3.25
Action|Drama|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Action|Drama|Mystery,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.3333333333333335
Action|Drama|Mystery|Romance|Thriller,0.0,0.0,0.0,3.5,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Drama|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,3.6666666666666665,3.5,4.0,3.0,3.5714285714285716,3.5625,3.125,3.5
Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9545454545454546,0.0,5.0,4.25,4.0,0.0,4.0,3.85,3.1666666666666665,4.25
Action|Drama|Mystery|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
Action|Drama|Romance,3.4583333333333335,3.0,3.3333333333333335,2.0,2.2222222222222223,4.4375,3.3333333333333335,3.8125,3.9,3.4074074074074074,3.6944444444444446,3.5,3.65,3.2916666666666665,4.5,3.8333333333333335,3.2777777777777777,0.0,0.0,3.4375,3.6875,2.772727272727273,4.3
Action|Drama|Romance|Sci-Fi,0.0,0.0,0.0,3.0,3.25,2.5,4.5,3.0,0.0,3.5,0.0,3.5,3.0,2.1666666666666665,0.0,2.25,3.25,3.0,0.0,0.0,0.0,3.5,4.0
Action|Drama|Romance|Thriller,0.0,0.0,0.0,3.0,2.8181818181818183,3.0,0.0,0.0,0.0,3.5,3.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Drama|Romance|War,3.8947368421052633,3.3333333333333335,0.0,3.75,3.9285714285714284,4.0,3.0,3.45,3.75,2.7916666666666665,2.909090909090909,3.2857142857142856,2.1666666666666665,3.5833333333333335,2.75,4.25,3.5,3.75,0.0,2.9166666666666665,3.125,3.0,3.0
Action|Drama|Romance|Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Action|Drama|Sci-Fi,0.0,0.0,0.0,4.0,3.5,3.8,4.25,3.642857142857143,3.5,4.166666666666667,1.5,2.75,3.0,3.6,4.0,0.0,0.0,4.0,4.25,3.5,3.3333333333333335,3.65,3.4375
Action|Drama|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.75,3.1,3.4285714285714284,3.3,3.5
Action|Drama|Sci-Fi|Thriller,3.542372881355932,4.0,3.0,4.0,3.230769230769231,3.5,3.6666666666666665,2.7,3.1,3.3125,3.0,2.6875,3.6875,2.1666666666666665,2.5,3.4166666666666665,3.5,4.5,4.0,3.0384615384615383,3.357142857142857,3.3333333333333335,2.7777777777777777
Action|Drama|Thriller,3.425,3.5,2.7777777777777777,2.857142857142857,2.5238095238095237,3.2857142857142856,2.8333333333333335,2.4375,3.392857142857143,3.5588235294117645,3.4,3.4464285714285716,3.54,3.4047619047619047,3.95,3.409090909090909,3.2,4.269230769230769,3.857142857142857,3.46,3.557142857142857,3.111111111111111,3.5294117647058822
Action|Drama|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3333333333333335,0.0,4.0,2.0,1.5
Action|Drama|Thriller|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,3.5,3.5,4.285714285714286,3.5,4.1875,4.0,3.75,4.0,3.7916666666666665,3.5588235294117645,3.25
Action|Drama|Thriller|Western,0.0,0.0,0.0,0.0,4.166666666666667,3.0,5.0,0.0,0.0,3.875,4.5,3.75,0.0,3.75,3.5,3.4166666666666665,4.5,0.0,0.0,4.25,4.833333333333333,2.5,3.0
Action|Drama|War,4.271428571428571,4.2727272727272725,5.0,4.428571428571429,3.9612403100775193,4.121212121212121,3.9210526315789473,3.6621621621621623,3.9074074074074074,3.7767857142857144,3.7111111111111112,3.8529411764705883,3.8295454545454546,3.7906976744186047,3.8260869565217392,4.092592592592593,3.857142857142857,3.9375,3.625,3.788732394366197,3.9855072463768115,3.7777777777777777,4.060975609756097
Action|Drama|War|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.5,1.75,3.0,0.0
Action|Drama|War|Western,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
Action|Drama|Western,3.8620689655172415,3.3333333333333335,0.0,3.6666666666666665,4.428571428571429,5.0,4.0,5.0,3.6666666666666665,3.0,3.25,4.375,4.0,3.6,5.0,4.0,4.0,4.625,4.375,3.9166666666666665,4.066666666666666,3.676470588235294,3.9
Action|Fantasy,2.2,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Action|Fantasy|Horror,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.083333333333333,3.3,3.25,3.125,0.0,3.1666666666666665,0.0,3.75,4.75,3.5,2.5,3.5,2.7142857142857144,3.625
Action|Fantasy|Horror|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.0,0.0,3.5,2.5,3.3333333333333335,0.0
Action|Fantasy|Horror|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0
Action|Fantasy|Horror|Mystery|Thriller,0.0,0.0,0.0,1.0,2.4,0.0,4.0,1.0,0.0,2.75,0.0,3.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.1666666666666665,0.0
Action|Fantasy|Horror|Romance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Fantasy|Horror|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Fantasy|Horror|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,2.8333333333333335,3.1666666666666665,3.3333333333333335,2.5,3.5,0.0,2.625,3.1666666666666665,4.5,3.5,3.0,3.107142857142857,3.5714285714285716
Action|Fantasy|Mystery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0
Action|Fantasy|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.8333333333333335,3.5,1.3333333333333333,1.8333333333333333,3.0,0.0,2.5,0.0,3.0,0.0,3.25,2.7,3.0,2.5,2.7777777777777777
Action|Fantasy|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.5
Action|Fantasy|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.5,2.5,0.0,3.0,0.0,0.5,0.0,0.0,2.0,3.5,1.5,1.5
Action|Fantasy|Sci-Fi|Thriller|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5
Action|Fantasy|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,2.0,0.0,0.0,1.1666666666666667,3.5,0.0,0.0,3.25,2.7,1.9
Action|Fantasy|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,0.0,0.0,3.5,3.5,3.0,2.5
Action|Fantasy|War|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9705882352941178,3.9545454545454546,4.125,3.25,3.75,3.25,3.0,0.0,3.5,3.727272727272727,3.6666666666666665,3.1
Action|Fantasy|Western,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Horror,0.0,4.0,3.5,5.0,3.909090909090909,4.75,3.8333333333333335,3.75,3.0,3.6666666666666665,3.75,2.5416666666666665,4.166666666666667,3.5,4.0,4.0,3.8,4.166666666666667,0.0,3.5,3.75,3.7,2.5833333333333335
Action|Horror|Mystery|Sci-Fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Action|Horror|Mystery|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,0.0,3.0,0.0
Action|Horror|Sci-Fi,3.0,2.0,2.0,3.0,2.3125,3.0,1.5,2.75,3.75,3.5,3.9545454545454546,2.8,3.888888888888889,3.1363636363636362,3.1666666666666665,4.25,3.6818181818181817,4.5,4.5,3.4444444444444446,3.59375,2.9130434782608696,2.8636363636363638
Action|Horror|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,3.8333333333333335,2.5,3.8333333333333335,2.6,3.0,4.25
Action|Horror|Sci-Fi|Thriller,0.0,0.0,3.0,3.8,2.7586206896551726,3.375,3.5454545454545454,2.590909090909091,2.9,3.575,3.0,2.5869565217391304,3.0416666666666665,2.85,3.25,4.0,3.125,4.0,3.0,2.6363636363636362,3.590909090909091,3.2857142857142856,3.125
Action|Horror|Sci-Fi|Thriller|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.392857142857143,3.5,3.0,3.5,3.4,4.25,4.0,3.4,3.5,3.3214285714285716,3.5
Action|Horror|Sci-Fi|War,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Action|Horror|Thriller,0.0,0.0,0.0,4.0,2.5,3.6,3.7142857142857144,2.8125,3.5,3.4166666666666665,3.4375,2.9722222222222223,3.0833333333333335,2.5,3.5,0.5,2.4285714285714284,3.0,4.0,2.9,3.5,3.6666666666666665,3.0714285714285716
Action|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0.0,0.0
Action|Mystery,0.0,0.0,0.0,4.0,3.4615384615384617,3.8,5.0,3.5,0.0,4.0,3.8333333333333335,3.1666666666666665,4.333333333333333,3.0,4.0,3.25,3.0,4.25,3.75,0.0,4.0,2.5,0.0
Action|Mystery|Sci-Fi,3.0,0.0,3.0,5.0,3.6363636363636362,1.5,3.1666666666666665,4.0,3.25,1.25,4.0,3.0,0.0,4.0,0.0,4.0,0.0,3.5,3.5,2.3333333333333335,3.125,3.25,2.625
Action|Mystery|Sci-Fi|Thriller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6875,3.0,4.0,4.0,0.0,4.0,4.0,3.5,3.642857142857143,3.611111111111111,4.0
Action|Mystery|Thriller,3.0,0.0,0.0,4.0,3.375,4.0,4.125,3.7,3.9375,3.9166666666666665,4.142857142857143,3.6666666666666665,4.111111111111111,3.5,3.6666666666666665,3.1666666666666665,3.375,4.875,4.3,3.6923076923076925,3.75,3.65625,3.0
Action|Romance,3.0,4.0,4.5,3.4,3.5454545454545454,4.333333333333333,4.5,4.0,3.1666666666666665,2.9444444444444446,2.75,2.5,3.5,2.8333333333333335,4.0,4.0,4.0,4.0,2.5,0.0,3.0,2.5,2.625
Action|Romance|Sci-Fi|Thriller,0.0,3.0,2.6666666666666665,2.7142857142857144,2.8666666666666667,3.4,3.6,1.7,3.5,2.9615384615384617,2.8846153846153846,3.227272727272727,3.3333333333333335,3.1,2.8333333333333335,5.0,3.5,4.833333333333333,2.5,3.3333333333333335,3.875,2.857142857142857,3.3333333333333335
Action|Romance|Thriller,3.793103448275862,4.0,2.25,2.8,3.3636363636363638,4.333333333333333,2.8333333333333335,3.3,3.375,3.1875,3.125,2.75,3.0416666666666665,2.5,2.875,4.0,3.3,4.0,1.5,3.0,3.8,3.25,0.0
Action|Romance|War|Western,0.0,4.333333333333333,4.0,3.0,3.857142857142857,3.5,3.0,3.375,0.0,4.375,5.0,3.8333333333333335,0.0,0.0,0.0,0.0,4.0,0.0,4.25,2.5,0.0,4.25,0.0
Action|Romance|Western,3.0526315789473686,4.0,0.0,4.0,3.8333333333333335,3.75,3.5,3.5,3.8333333333333335,3.8,3.4,3.8333333333333335,4.5,4.0,3.0,0.0,4.5,3.5,0.0,4.0,3.75,4.25,0.0
Action|Sci-Fi,3.8793103448275863,3.6,3.4,3.5833333333333335,2.9158878504672896,3.393939393939394,3.675675675675676,3.0,2.7666666666666666,2.882978723404255,3.3,2.9186046511627906,3.26,3.2586206896551726,3.238095238095238,4.166666666666667,3.2222222222222223,3.3846153846153846,3.5833333333333335,3.037037037037037,3.6333333333333333,3.6693548387096775,3.231707317073171
Action|Sci-Fi|IMAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.055555555555555,3.7954545454545454,3.8529411764705883,3.4347826086956523,3.2666666666666666
Action|Sci-Fi|Thriller,3.0833333333333335,3.590909090909091,2.6,4.086956521739131,3.5677966101694913,3.78125,3.739130434782609,3.47,3.6818181818181817,3.7857142857142856,3.4732142857142856,3.28494623655914,3.7457627118644066,3.5568181818181817,3.3620689655172415,3.525,3.7203389830508473,4.071428571428571,3.6315789473684212,3.607142857142857,3.6793478260869565,3.38671875,3.484375
